Protocolo,data,hora,natureza,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
202224469,2022-10-14,,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,1516,,LADO OPOSTO AO ARMAZEM CORAL,AFOGADOS,,SUBURBIO,COLISÃO TRANSVERSAL,0,0,0,0,0,2,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,,,,Dupla,Faixa contínua,,
202224470,2022-10-14,,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,,LADO OPOSTO AO  JBS VEICULOS,IPUTINGA,,CIDADE,COLISÃO TRASEIRA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Canteiro central,,
202224472,2022-10-14,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,,NA FINAL DA VIA MANGUE SENTIDO BOA VIAGEM,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa contínua,Faixa seccionada,
202224484,2022-10-15,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,5426,,EM FRENTE AO HOTEL ATLANTE PLAZA,BOA VIAGEM,,,CHOQUE,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
202224486,2022-10-15,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PEDRO PAES MENDONCA,140,,AO LADO DO BIG BOMPREÇO,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202224531,2022-10-15,,COM VÍTIMA,CANCELADA,PINA,AV CONSELHEIRO AGUIAR,321,,E/F A GALERIA PORTO FINO,PINA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
202224539,2022-10-15,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,RUA ARTUR MUNIZ,COLISÃO ENTRE DOIS VEÍCULOS COM UMA VÍTIMA,BOA VIAGEM,,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Única,Faixa seccionada,,
202224542,2022-10-15,,COM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,LADO OPOST AO ARMAZEM 13,BAIRRO DO RECIFE,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,30 km/h,Única,Não existe,,
202224545,2022-10-15,,COM VÍTIMA,FINALIZADA,MADALENA,RUA EUCLIDES DA CUNHA,,,EM FRENTE AO INTERNACIONAL,MADALENA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Mal conservada,,,,Dupla,Canteiro central,,
202224560,2022-10-16,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,618,RUA VICENCIA,HOTEL ATLANTE PLAZA,BOA VIAGEM,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
202224586,2022-10-16,,SEM VÍTIMA,FINALIZADA,CORDEIRO,RUA MAURICIO DE NASSAU,5,,PROXIMO AO GOE,CORDEIRO,,SUBURBIO,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,,Faixa de pedestre,Não há placas,,Dupla,Não existe,,
202224602,2022-10-16,,COM VÍTIMA,FINALIZADA,PORTO DA MADEIRA,RUA DALVA DE OLIVEIRA,269,,EM FRENTE A IGREJA BATISTA DO VALE,PORTO DA MADEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Não existe,,
202224624,2022-10-17,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,AV DR JAYME DA FONTE,SECRETARIA DA FAZENDA,SANTO AMARO,343,,ENGAVETAMENTO,3,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa seccionada,,
202224626,2022-10-17,,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV FREI MATIAS TEVES,,RUA SENADOR JOSE HENRIQUE,ATRÁS DO Albert  Einstein / EMPRESARIAL CHARLES DARWIN,ILHA DO LEITE,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,R-6a,,Única,Faixa contínua,Faixa seccionada,
202224641,2022-10-17,,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETÉRIO,RUA CHA DE ALEGRIA,115,,COLÉGIO MARDONIO COELHO,BOMBA DO HEMETÉRIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202224643,2022-10-17,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,1252,,PRÓXIMO AO PRIMEIRO JARDIM,BOA VIAGEM,,CIDADE,,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202224649,2022-10-17,,COM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL,,,PISTA PRINCIPAL,AFOGADOS,205,,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
202224662,2022-10-17,,COM VÍTIMA,FINALIZADA,ARRUDA,AV BEBERIBE,284,,EM FRENTE AO LAR ESPÍRITA LUZ E AMOR E TBM ESQUINA DO BANCO DO BRASIL,ARRUDA,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa seccionada,,
202224666,2022-10-17,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,RUA PEDRO AFONSO,PRÓXIMO A CTTU,SANTO AMARO,674,,CHOQUE,1,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa contínua,,
202224692,2022-10-18,,SEM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,6586,,,CASA AMARELA,,SUBURBIO,,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,50 km/h,Dupla,Canteiro central,,
202224693,2022-10-18,,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,VIADUTO CAPITAO TEMUDO,,,"EM CIMA DO VIADUTO, SENTIDO BOA VIAGEM",JOANA BEZERRA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa contínua,,
202224699,2022-10-18,,COM VÍTIMA,FINALIZADA,CABANGA,PTE GOVERNADOR PAULO GUERRA,,,AO LADO DA COMPESA,CABANGA,,,COLISÃO LATERAL,0,1,0,0,0,1,0,0,0,1,0,Ponte,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Única,Faixa seccionada,,
202224715,2022-10-18,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,5868,,EM FRENTE AO EDF. MANHATTAN,BOA VIAGEM,,CIDADE,COLISÃO FRONTAL,2,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-19,60 km/h,Única,Faixa seccionada,,
202224741,2022-10-18,,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,,,EM FRENTE AO COMPAZ/ SENTIDO BR,BONGI,688,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Incompleta,Seca,Mal conservada,,Não há placas,60 km/h,Única,Não existe,,
202224750,2022-10-18,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DOM JOAO VI,,,NA ENTRADA DO TUNEL DE BOA VIAGEM,BOA VIAGEM,,SUBURBIO,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
202224753,2022-10-19,,COM VÍTIMA,FINALIZADA,BONGI,RUA COSME VIANA,,EST DO BONGI,IMBIRIBEIRA VICULOS,BONGI,100,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,60 km/h,Única,Faixa seccionada,,
202224769,2022-10-19,,SEM VÍTIMA,CANCELADA,AFOGADOS,AV SUL,,,EM FRENTE AO T.I. LARGO DA PAZ.,AFOGADOS,,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
202224770,2022-10-19,,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,4951,,GOLF MOTOS,CAXANGÁ,,,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,60 km/h,Dupla,,,
202224783,2022-10-19,,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA AURORA,,RUA ARARIPINA,AO LADO DA SEPLAG,SANTO AMARO,,CIDADE,,0,1,0,0,0,0,0,1,0,1,0,,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
202224789,2022-10-19,,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,5013,,EM FRENTE AO GOLF CLUBE,CAXANGÁ,,SUBURBIO,COLISÃO TRASEIRA,2,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
202224797,2022-10-19,,SEM VÍTIMA,FINALIZADA,,AV GOVERNADOR AGAMENON MAGALHAES,,,SOB A PONTE RAIMUNDO FARIAS,,37,CIDADE,,1,0,0,0,0,0,1,0,0,0,0,Ponte,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Única,,,
202224798,2022-10-19,,COM VÍTIMA,FINALIZADA,DERBY,RUA FELICIANO GOMES,,RUA JENER DE SOUZA,PROX. A PRAÇA DO DERBY,DERBY,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Dupla,Faixa contínua,Faixa seccionada,
202224822,2022-10-19,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA TOME GIBSON,E/F A ESCOLA MUNICIPAL OSVALDO LIMA FILHO,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Com defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,R-6a,,Única,Faixa seccionada,,
202224845,2022-10-20,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA COSMORAMA,,RUA BALTAZAR PASSOS,"SEMAFORO 556, PROX. AO COLEGIO MADRE DE DEUS",BOA VIAGEM,556,CIDADE,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Não existe,,
202224857,2022-10-20,,COM VÍTIMA,FINALIZADA,CAXANGÁ,RUA EMILIANO BRAGA,157,,"ENTRADA DO T.I CDU, EM FRENTE A ESCOLA DESAFIO",CAXANGÁ,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa contínua,,
202224862,2022-10-20,,COM VÍTIMA,FINALIZADA,TORRE,RUA PADRE ANCHIETA,489,,PROX AO PÃO DE AÇÚCAR,TORRE,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
202224872,2022-10-20,,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOAO IVO DA SILVA,267,RUA NOBRE DE LACERDA,EM FRENTE AO POSTO PETROVIA,MADALENA,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,50 km/h,Única,Canteiro central,,
202224886,2022-10-20,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ITACARI,162,RUA ITAJAI,POR TRÁS DO BANCO ITAU,IMBIRIBEIRA,,SUBURBIO,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,40 km/h,Única,,,
202224894,2022-10-20,,COM VÍTIMA,FINALIZADA,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,AV RUI BARBOSA,,BOA VISTA,37,OLINDA,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,60 km/h,Dupla,Faixa seccionada,,
202224918,2022-10-21,,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,COM A AV RUI BARBOSA(SEMAFORO Nº037,DERBY,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,60 km/h,Única,Faixa seccionada,,
202224921,2022-10-21,,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,269,,EM FRENTE AO GINÁSIO PERNAMBUCANO,SANTO AMARO,,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,Faixa seccionada,
202224925,2022-10-21,,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,1451,,EM FRENTE A 2B AUTO CENTER,AFOGADOS,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
202224958,2022-10-21,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV SUL,,,TERMINAL INTEGRADO TANCREDO NEVES,IMBIRIBEIRA,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,0,0,0,1,1,0,0,0,1,0,Outros,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,20 km/h,Única,Canteiro central,,
202224963,2022-10-21,,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,AV RECIFE,,,AÇAI ATACADISTA,JARDIM SÃO PAULO,,,COLISÃO TRASEIRA,1,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
202224974,2022-10-21,,SEM VÍTIMA,FINALIZADA,TAMARINEIRA,EST DO ARRAIAL,,RUA DES GOIS CAVALCANTE,EM FRENTE AO SUPERMERCADO RECIBOM,TAMARINEIRA,295,SUBURBIO,,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,,,
202224981,2022-10-21,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,306,,EM FRENTE AO SUPERMERCADO  RECIBOM,BOA VIAGEM,142,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa seccionada,,
202224987,2022-10-21,,COM VÍTIMA,FINALIZADA,IPSEP,RUA SAO NICOLAU,426,RUA ABDIAS CABRAL DE MOURA,EM FRENTE A SPORT CAR,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-4a,,Única,Não existe,,
202224997,2022-10-21,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,,POR TRAS DO ANTIGO EXTRA/ SENTIDO PIEDADE,BOA VIAGEM,,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Única,Faixa seccionada,,
202224998,2022-10-21,,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA GOMES TABORDA,1424,,EM FRENTE AO SUPERMERCADO IDEAL,CORDEIRO,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Sem defeito,Incompleta,Seca,Mal conservada,Não existe,R-6a,40 km/h,Dupla,Faixa contínua,Faixa seccionada,
202225003,2022-10-21,,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,,,EM FRENTE A CONCESSIONÁRIA HONDA,AREIAS,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Incompleta,Seca,Mal iluminada,Não existe,Outras,60 km/h,Dupla,Faixa contínua,,
202225013,2022-10-21,,SEM VÍTIMA,FINALIZADA,ALTO JOSÉ BONIFÁCIO,RUA ALTO NOSSA SENHORA DE FATIMA,227,,,ALTO JOSÉ BONIFÁCIO,,CIDADE,COLISÃO FRONTAL,0,1,0,0,0,0,0,2,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Dupla,Não existe,,
202225051,2022-10-22,,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,,RUA DOROTHEA VIEIRA,EM FRENTE À IGREJA DO BARRO,BARRO,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Faixa contínua,,
202225054,2022-10-22,,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,600,,LADO OPOSTO AO SAL E BRASA E EM FRENTE AO POSTO BR / SENTIDO CAXANGA,IPSEP,393,,COLISÃO LATERAL,1,2,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
202225055,2022-10-22,,COM VÍTIMA,FINALIZADA,ALTO SANTA TERESINHA,RUA SODRELANDIA,1187,,PROXIMO A RADIO EVANGELICA,ALTO SANTA TERESINHA,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Não existe,,
202225060,2022-10-22,,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA SAO JOAO,211,RUA VIDAL DE NEGREIROS,FORTE DAS CINCO PONTAS,SÃO JOSÉ,,,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,40 km/h,,Faixa seccionada,,
202225065,2022-10-22,,COM VÍTIMA,FINALIZADA,VÁRZEA,RUA GASTAO VIDIGAL,,,PRÓXIMO AO HOTEL TROPICAL,VÁRZEA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,30 km/h,Dupla,Não existe,,
202225067,2022-10-22,,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,4237,,INGA VINHOS FINOS,BOA VIAGEM,,SUBURBIO,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
202225075,2022-10-22,,SEM VÍTIMA,FINALIZADA,PARNAMIRIM,AV PARNAMIRIM,98,,HOSPITAL MARIA LUCINDA,PARNAMIRIM,,CIDADE,COLISÃO TRASEIRA,1,0,0,0,0,1,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,
202225077,2022-10-22,,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,VIADUTO CAPITAO TEMUDO,,,NA DESCIDA DO VIADUTO,JOANA BEZERRA,,,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
202225078,2022-10-22,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV SUL,268,RUA JOAQUIM BANDEIRA,PROX. A ESTAÇÃO DO METRO,IMBIRIBEIRA,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,,,,,
202225082,2022-10-23,,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,,"AO LADO DO POSTE , Nº POSTE J 013350",PINA,,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Canteiro central,,
202225126,2022-10-23,,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,945,,EM FRENTE A GRILLO,IMBIRIBEIRA,396,CIDADE,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
202225129,2022-10-23,,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DOM BOSCO,,RUA HENRIQUE DIAS,ACIDENTE ENVOLVENDO VIATURA DA SERTTEL,BOA VISTA,,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,1,0,1,0,0,2,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
202225135,2022-10-23,,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DA SOLEDADE,257,,EM FRENTE AO INSTITUTO EMBELEZE,BOA VISTA,,,TOMBAMENTO,0,0,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Mal conservada,Outros,R-6a,,Única,Faixa seccionada,,
202225140,2022-10-23,,SEM VÍTIMA,FINALIZADA,DERBY,RUA JOAQUIM NABUCO,,AV GOVERNADOR AGAMENON MAGALHAES,ACIDENTE SEM VÍTIMA NA FRENTE DO HOSP. SANTA JOANA.  EQUIPE DO TRANSPORTE DO INSP. COORD. NADILSON FOI AO QTH VERIFICAR E TOMAR AS DEVIDAS PROVIDÊNCIA.,DERBY,,SUBURBIO,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
202225148,2022-10-23,,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,330,,E/F A FARMACIA PAGUE MENOS  GM ALAN DO LOCAL,CASA FORTE,,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa contínua,,
202225171,2022-10-23,,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,,RUA PAULA BATISTA,PRÓXIMO AO MERCADO,CASA AMARELA,,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Não existe,,
202225172,2022-10-23,,COM VÍTIMA,FINALIZADA,IPUTINGA,AV MAURICIO DE NASSAU,,RUA SAO MATEUS,RESTAURANTE BUTECO,IPUTINGA,239,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,,,,,Faixa de pedestre,Não há placas,60 km/h,Dupla,Não existe,,
202225174,2022-10-24,,SEM VÍTIMA,FINALIZADA,BREJO DA GUABIRABA,AV VEREADOR OTACILIO AZEVEDO,4638,,PRÓX. AO HOTEL BORA LÁ,BREJO DA GUABIRABA,,SUBURBIO,COLISÃO FRONTAL,0,1,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
202225177,2022-10-24,,COM VÍTIMA,FINALIZADA,BEBERIBE,RUA URIEL DE HOLANDA,343,,EM FRENTE A UPINHA,BEBERIBE,,,COLISÃO FRONTAL,0,1,0,0,0,1,0,0,0,1,0,Outros,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Dupla,Não existe,,
202225217,2022-10-24,,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DOM JOAO VI,,,,BOA VIAGEM,400,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,50 km/h,Única,Faixa seccionada,,
